"baskehtalledh"		"v4"	"stikke seg"	"(f. eks. på en kniv), bli stukket"
"bastaldehtedh"		"v1"	"kvesse, gjøre kvass, skjerpe"
"bastestehtedh"		"v1"	"klemme sette i-"
"batnanidh"		"v"	"drukne"
"beadtasovvedh"		"v"	"straffes, bli straffet"
"beadtodh"		"v"	"formane, irettesette"
"beahkalidh"		"v"	"forsvinne"	"(plutselig)"
"beahtahtalledh"		"v4"	"lurt bli-, bli tatt ved nesen"
"beahtasovvedh"		"v"	"bli forrådt"
"bealhkahtovvedh"		"v4"	"få skjenn, bli skjent på"
"bealhkasovvedh"		"v4"	"få skjenn, bli skjent på"
"bearkadidh"		"v"	"berge/klare seg"
"beavkodh"		"v"	"spa, måke"
"beavnedh"		"v3"	"mistenke, ha mistanke"
"beelhkedh"		"v6"	"kassere, vrake, kaste, slenge"	"(én gang)"
"beelhkesovvedh"		"v"	"kastes ut"	"(bli kastet ut), måkes ut"
"beelhkestidh"		"v"	"kaste ut, hive ut"
"beerkedh"		"v"	"berge, redde"
"beertedh"		"v"	"stable, legge"
"bejhkedh"		"v"	"fornødne gjøre sitt-"
"bejhkiedidh"		"v"	"skittprate"
"bejhkiehtidh"		"v"	"skittprate"
"beltedh"		"v1"	"avskrekke, skremme"
"berkiestidh"		"v"	"stige opp , om røyk"
"bertedh"		"v1"	"blø, stable i haug, stille opp saksa"	"(jillre)"
"bestedh"		"v1"	"(om verktøy), være kvass"	"stikke"	"(f. eks. åre ned i vannet), bite"	"(f.eks. om kniv, nål)"
"biehtedh"		"v1"	"bedra, svike, snyte, forråde"
"biejedh"		"v"	"legge, sette"
"biejstedh"		"v1"	"ødelegge, skjemme ut"	"(radte gåatomem beajsta-isskaren"	"(etter tøvær) ødelegger beitet)"
"biekedh"		"v1"	"vasse i gress, snø"
"bielhkedh"		"v1"	"irettesette, skjenne på"	"(f. eks. barn)"
"bieljelidh"		"v"	"høre la få-, meddele"
"biermedh"		"v1"	"mistenke, ha mistanke"
"bieselidh"		"v1"	"anledning til"	"(å gjøre noe) få-"
"bieselistedh"		"v1"	"anledning til"	"(å gjøre noe) få-"
"biesmedh"		"v1"	"overtale, bøye, lage bøy på ski"
"biestedh"		"v1"	"miste fra seg, slippe"	"(gueliem biestedh-miste fisken"	"(fra kroken))"
"biestielidh"		"v"	"miste plutselig-"
"bietskiedidh"		"v"	"klippe"
"bievledh"		"v"	"bart"	"(bli fritt for snø)"
"bievnedh"		"v1"	"opplyse, informere, betro"	"(seg til en), gi melding"
"bigkedh"		"v6"	"lage, bygge"
"bigkehtehtedh"		"v1"	"laget få-, la bygge"
"bihkedh"		"v1"	"ribbe"	"(rype), plukke, rive, rykke løs"
"bihtedidh"		"v"	"bryte, ødelegge, skade"
"bihtsiedidh"		"v"	"bittert smake-, være stram i smaken"
"bijredh"		"v1"	"karve opp"	"(kjøtt), steke små kjøttbiter, skjære opp"
"biksedh"		"v"	"ta, gripe"
"billedh"		"v"	"redd være-"
"billijidh"		"v"	"redd bli-"
"binhtedh"		"v"	"ivareta under slakting"; "rense"	"(rense [forurensede] elver- jænoeh binhtedh)"
"birredh"		"v"	"be"
"bissedh"		"v1"	"steke"
"bivtedh"		"v1"	"fange"	"(fisk, fugl, o. l.), fatte"
"bleentedh"		"v"	"blande"
"boejhkelidh"		"v"	"forklare, undervise"
"boejhkesjidh"		"v"	"tilstå, bekjenne"
"boejhkestidh"		"v"	"undervise, forklare"
"boelnedh"		"v"	"gulne, visne, gulne"	"(s) om løv/gress"
"boelvestalledh"		"v4"	"tøff mot en annen være-, gjøre el. si noe vondt til en annen"
"boelvestidh"		"v"	"knele"
"boerhkenidh"		"v"	"slites av"
"boevedh"		"v4"	"oppe om natten være-, streve med noe langt ut på kvelden og på nattetid, rase, ha samleie"	"(med  kvinne, finere uttrykk)"
"bohtjehtjadtedh"		"v"	"melke drive på å-"
"bollerdidh"		"v"	"skumpe, humpe"
"bonhkelidh"		"v"	"støte til, skubbe"
"borserostedh"		"v5"	"flomme over"	"(om elv)"
"bradtjedh"		"v"	"ta i , gjøre en kraftanstrengelse"	"krafttak"	"(ta et), anstrenge seg kraftig"
"brorredh"		"v"	"bråke"
"buasarostedh"		"v"	"bli oppbrakt"	"(bli), usikker, rådvill, forlegen"
"buasjahtehtedh"		"v1"	"ergre, gjøre"	"(en kvinne) sint"
"budtedh"		"v"	"kante"
"buektedh"		"v1"	"bringe, komme med, sette fram"
"buektiehtidh"		"v"	"kunne, greie, få seg til"	"(å gjøre noe); få til"
"bueledh"		"v1"	"(insektstikk)"	"lyse"	"(stjerner, nordlys), brenne, svi"
"bueriedidh"		"v"	"forbedre"
"bueriesjugniehtidh"		"v"	"velsigne"
"buerkiestidh"		"v"	"beskrive, skildre"
"buhtjiedidh"		"v"	"vri opp"
"butnedh"		"v1"	"spinne (sener,tråd)"
"buvvedh"		"v"	"drepe"
"buvviestidh"		"v"	"drepe fort"
"byjhkesjidh"		"v"	"bekjenne"
"byjjenidh"		"v"	"vokse opp"
"byjrehtalledh"		"v"	"oppspore, spore"
"byöhkestehtedh"		"v1"	"mase seg til noe"
"byöhkestidh"		"v"	"mase seg til noe"
"byøpmedidh"		"v"	"spise"
"byøredh"		"v5"	"burde, skulle, måtte"	"(byørem prihtjegem åestedh-jeg bør/ må kjøpe kaffe)"
"byørhkestehtedh"		"v1"	"mase seg til noe"
"byørhkestidh"		"v"	"mase seg til noe"
"båajvodh"		"v2"	"gulne, visne, gulne"	"(s) om løv/gress"
"båalatjehtedh"		"v1"	"tenne"	"(lys), tenne opp"
"båaltajehtedh"		"v"	"tenne på, sette fyr på"
"båanjodh"		"v"	"slanke seg, få igjen figuren f.eks.etter fødsel"
"båarastahtedh"		"v"	"håndhilse"
"båarhkoedestedh"		"v1"	"rive i stykker i en fart, slite av"
"bådtjadidh"		"v"	"smøre"
"båeltedh"		"v1"	"brenne"	"(friksjon), brenne"	"(om været)"
"båetedh"		"v1"	"komme, måtte"
"båetiejidh"		"v"	"(maanah gåetesne båetiejin årrodh-barna måtte være hjemme"	"måtte"
"bårranidh"		"v"	"spre seg"	"(om rein)"
"bårredh"	"bårra"	"vx"	"ete om dyr"
"bårrehtalledh"	"bårrehtalla"	"vx"	"bitt bli-"
"bårrelidh"		"v"	"ete fort"
"bårrestohtedh"	"bårrestahta"	"v5"	"sulte, bli sulten"
"bårrestovvedh"		"v4"	"sulten bli-"
"båvsegidh"		"v"	"svelle opp, heve seg"	"(laejpie båvsege-brødet hever seg)"
"båvsodh"		"v2"	"blåse, blåse på, pese"
"båvvastehtedh"		"v1"	"presse på, være streng mot"	"(person)"
"bååhperidh"		"v"	"undre seg, gi uttrykk for overraskelse, bli forbauset, forundre seg"
"bååhperostedh"		"v5"	"bli forundret, bli forfjamset"
"båånhtseridh"		"v"	"være urolig"	"(om kjørerein)"
"bååntseridh"		"v"	"forbala bli-"
"bååveldidh"		"v"	"bale på, streve"
"bæjhkaridh"		"v"	"mislykkes helt, gå nedenom og hjem, gå til helvete"	"(dihte eevre bæjhkaramme-alt har mislykkes for ham)"	"(bovtsigujmie bæjhkari-det gikk nedenom og hjem med reindrifta hans)"	"(bovrine sån bæjhkere-det går nok ad undas med butikkdriften hans)"
"bæjhkodh"		"v2"	"tilstå"
"bæjhkoehtidh"		"v"	"bekjenne, tilstå, erklære, meddele, si åpent fra, offentliggjøre, si fra, varsku"
"bæjjoehtidh"		"v"	"offentliggjøre, bekjentgjøre,tilkjennegi"
"bæjkodh"		"v"	"røyte"
"bæktahtalledh"	"bæktahtalla"	"vx"	"varme seg"
"bïedtedh"		"v4"	"advare, forby, tiltale, påtale"
"bïedtehtovvedh"		"v4"	"forbudt bli-, bli påtalt, tiltalt"
"bïegkelidh"		"v"	"beskjed gi-, la få høre"
"bïeljelidh"		"v"	"meddele, varsle"
"bïepmedh"		"v4"	"fø, gi"	"(noen) mat"
"bïepmehtidh"		"v"	"(f.eks. hund)"	"mate"	"(med skje), fore, ha i kosten"
"bïesedh"		"v4"	"slippe løs, slippe noensteds hen"
"bïevestidh"		"v"	"svette"
"bïevestovvedh"		"v4"	"svette, bli svett"
"bïhkedidh"		"v"	"lære bort, undervise, forklare,  veilede, rettlede"
"bïhtsegidh"		"v"	"(om løv)"	"spire"	"(om gress), springe ut"
"bøøredh"	"bøørie"	"vx"	"innby, by"
"bøørenjestedh"		"v1"	"forsøke, bestrebe"	"(seg på å gjøre noe)"
"bøørestidh"		"v"	"by, innby, be som snarest, uten videre"
"bøørhkedh"	"bøørhkie"	"v6"	"bryte av" "slite av"
"bøørhkestidh"		"v"	"slite/bryte av i en fart"
"bøøtedh"	"bøøtie"	"vx"	"bøtelegge"
"bøøtehtehtedh"	"bøøtehtahta"	"vx"	"bli bøtelagt"
"daabpanidh"		"v"	"hitover komme"
"daajedidh"		"v"	"fatte, begripe"	"(ij goh dïhte daajedh gåabpah edtja vaedtsedh-han fatter ikke hvorhen han skal gå)"
"daajedidh,daajedh"		"v"	"fatte, begripe, oppfatte"
"daajesjidh"		"v"	"stryke, klappe"	"sløse bort, sette over styr, søle til"
"daajhtahtidh"		"v"	"tilberede"	"(mat) i en hast"
"daajhtodh"		"v"	"gjøre, lage"
"daajhtoehtidh"		"v"	"tilberede"	"(mat) i en hast"
"daajhvesjidh"		"v"	"mål og mening gjøre noe uten-"
"daajkedh"		"v4"	"forsvinne"
"daamhkodh"		"v2"	"farte, vanke"
"daamkodh"		"v"	"drive på, streve , slite"	"(med dyr)"
"daanjehtidh"		"v"	"massere, gnugge"
"daantsodh"	"dååntse"	"vx"	"danse"
"daapadidh"		"v"	"fatte, begripe"
"daaresjidh"		"v"	"mishandle, slite og kna, ta fatt i noen"
"daarpesjidh"		"v"	"trenge, behøve"
"dabpanidh"		"v"	"flytte seg, fjerne seg"
"dabranedtedh"		"v"	"sette seg fast, bli hengende"	"(av:dabranidh)"
"dabranestedh"		"v"	"sette seg fast som snarest, bli fast"
"dabranidh"		"v"	"sette seg fast"
"dabtedh"		"v4"	"kjenne, føle, få vær av, smake på"	"(dam badth damtem-han  kjenner  jeg da)"	"(snuehtiem damtedh-få været av det første gresset om våren"	"(om rein))"
"dabtehtalledh"		"v4"	"føle seg fram"	"(stadig) kjenne etter"
"dabtesadtedh"		"v4"	"kjenne hverandre, være overens"
"daejredh"		"v1"	"vite"	"gjete rein"
"daejriehtidh"		"v"	"antyde, få fram, la forstå"
"dahpelostedh"		"v5"	"pusten miste-"
"dajpedh"		"v4"	"duge, gå an"	"(ij dajph-det duger ikke)"	"(dajpa juhtedh-det går an å flytte nå)"
"dalhkedh"	"dalhkoe"	"vx"	"komme, vise seg , om rovdyr"
"daltedh"		"v4"	"trampe, tråkke på"		
"daltelgidh"		"v"	"bli nedtrampet"	"(om lavbeite)"
"daltelgovvedh"		"v4"	"bli nedtrampet"	"(om lavbeite)"
"daltestidh"		"v"	"(ta et-) / trinn"	"steg"	"(alma dalteste akten sirven rudtjen nille jih nimhtie daltehte ? dej sirvi rudtji mietie dan dållen gåajkoe)"
"dalvedh"	"dalva"	"v4"	"komme til syne, komme, komme langveis fra"
"damhkedh"		"v3"	"komme til rette, komme til syne"
"damhkodh"	"damhkoe"	"vx"	"vandre, farte"
"damtedh"		"v4"	"føle, få vær av, smake på, kjenne"	"(dam badth damtem- han  kjenner  jeg da)"	"(snuehtiem damtedh- få været av det første gresset om våren"	"(om rein))"
"damtehtalledh"		"v4"	"føle seg fram"	"(stadig) kjenne etter"
"damtehtidh"		"v"	"kjenne på, kjenne etter"
"damtesadtedh"		"v4"	"kjenne hverandre, være overens"
"damtijidh"		"v"	"gjenkjenne"
"darhkedh"		"v4"	"(med nektelse og i spørsmål)"	"duge"	"(ij mïsse gænnah darhkh-det duger ikke til noe)"	"(mejtie dïsse maahta darhkedh?-tro om det kan duge til formålet?)"
"darhkelidh"		"v"	"spørre, forhøre seg"
"darhkestidh"		"v"	"forhøre, spørre ut"
"darjodh"		"v"	"gjøre, lage, produsere, skape"
"dassedh"	"dassa"	"vx"	"miste"
"dasth"		"v"	"just, akkurat idet, nettopp"	"(dihte klaahka dan alman vøøste vualka, mohte dasth goh edtja dievviehtidh, dle svitnjeste jih baalte vualka)"
"davvodh"		"v2"	"(sykdom), gjelde"	"reparere"	"(f. eks. skibinding), kurere"	"(rein)"
"davvoehtidh"		"v"	"reparasjon iverksette-"
"deahpadidh"		"v"	"skje, hende"
"deahpanidh"		"v"	"hende, skje"
"dealasidh"		"v"	"vemmes, synes"	"(noe) er liderlig/motbydelig, miste matlysten, bli kvalm"
"dealastehtedh"		"v1"	"vemmelig være-, se snusket ut"	"(slik at man vemmes)"
"debreldehtedh"		"v1"	"binde fast, sette fast, tilknytte"	"(gaske-vearman dibreldahteme-tilknyttet internett)"
"debriehtidh"		"v"	"tråkle, feste, feste sammen"	"(noe), neste sammen"
"deebledh"		"v6"	"baktale"
"deehkedidh"		"v"	"klappe, stryke"
"deehkehtidh"		"v"	"stryke, klappe"
"deemedh"	"deemie"	"vx"	"temme"
"deeredh"		"v6"	"bedra"	"(i handel)"
"deerehtalledh"		"v4"	"bedratt bli-"
"deerehtidh"		"v"	"bedra"
"deerjedh"		"v"	"søle til, tilgrise, gjøre uren"
"delhkiehtidh"		"v"	"komme plutselig, vise seg"	"(om ulv), dukke opp"
"derhvedh"		"v"	"legge torv"
"dibledh"		"v6"	"baktale"
"dibrehtidh"		"v"	"feste, sette fast en ting på noe"
"didtesjidh"		"v"	"rense"	"(skråvvah=kjeppel)"
"dieblestehtedh"		"v1"	"snakke nedsettende om noen, baktale"
"dieblestidh"		"v1"	"snakke nedsettende om noen, baktale"
"diedtedh"		"v1"	"tynge på, trykke ned"
"diejveldidh"		"v"	"argumentere"
"diemtjestehtedh"		"v1"	"presse, trykke"
"dienesjidh"		"v"	"tjene"
"dierhkestidh"		"v"	"diskutere, spørre ut, utspørre"
"dierkesjidh"		"v"	"skjelve av redsel"
"diervesjidh"		"v"	"treffe, møte"
"dievedh"	"deava"	"vx"	"fylles"
"dievhtedh"		"v1"	"fylle, tilføye"
"digkiedidh"		"v"	"drøfte, vurdere, diskutere"
"dijmedh"	"dijmie"	"vx"	"trekke seg inn"
"dijpedh"	"dæjpa"	"v6"	"virke, ta, nappe (om fisk), angå, ha med å gjøre, påvirke, gjelde"
"dijveldidh"		"v"	"diskutere, krangle"
"diknedh"	"diknie"	"vx"	"bøye ned overkroppen"
"dikngestidh"		"v"	"bøye seg litt ned"
"dilmierdidh"		"v"	"feste noe fast"
"dirhvedh"		"v"	"belegge med torv, torvlegge"
"doehtedh"		"v4"	"røre, ta borti, røre ved, fingre med"
"doehtedidh"		"v"	"røre, ta borti, røre ved, fingre med"
"doekedh"	"duaka"	"vx"	"selge"
"doelehtidh"		"v"	"fraråde, holde tilbake"
"doengedh"	"duanga"	"vx"	"lappe"
"doeredh"		"v"	"trekke ut tiden, drøye, somle lenge, trekke, dra opp fiskegarn, vitje  "(trekke/ dra opp fiskegarn-viermieh doeredh)"
"doerelidh"		"v"	"gripe tak i, ta fatt i og holde, ta i en hast"	"(dihte baernie maaje edtja doerelidh)"
"doerkestidh"		"v"	"ris på golvet legge-"
"doestedh"	"duasta"	"vx"	"våge"
"domtedh"	"domtoe"	"vx"	"kjennes"
"dongkedh"		"v5"	"tinge, bestille"
"dongkehtidh"		"v"	"bestille, tinge"
"dorjedidh"		"v4"	"mime, gjøre seg til"
"dorjehtalledh"		"v4"	"mime, gjøre seg til"
"dorjehtidh"		"v4"	"mime, gjøre seg til"
"dormenidh"		"v"	"dårlig bli -"	"(om vær)"
"duedtedh"		"v1"	"holde ut"	"(i hardt vær om arbeidsrein)"
"duejjedh"		"v1"	"(fordi man venter at andre skal gjøre det)"	"passiv være-, være avventende"	"(Piere vielleste duejjieminie-Piere venter at broren skal gjøre det)"
"duvhtedh"		"v1"	"støtte, støtte opp med noe"
"dyngkedh"		"v5"	"tinge, bestille"
"dåajodh"	"dååje"	"vx"	"skjære ris/bar"
"dåajvodh"		"v2"	"love, gi løfte"
"dåajvoehtidh"		"v"	"(noen noe/å gjøre noe)"	"love"	"(munnjien beetnegh dåajvohti  han lovte meg penger; dåajvoehtin edtjieh båetedh  de lovte å komme)"
"dåalvodh"	"dåålve"	"vx"	"forfølge, jage etter"
"dåalvoejahtjedh"		"v"	"forfølge"	"( ta til å)"
"dåarjelidh"		"v"	"unnsetning komme raskt til-, gi støtte"	"(dïhte hov mannem dagkoe dåarjeli-han støttet meg da i det"	"(f.eks. i debatt))"
"dåarjodh"		"v2"	"(en annens råd), gi støtte, følge"	"lyde"	"(ij annje dïhte dåarjoeh mov raeriem-han følger ikke mitt råd)"
"dåarodh"	"dååre"	"vx"	"krige"
"dåastodh"		"v"	"motta, ta i mot"
"dåastoehtidh"		"v"	"ta i mot"	"(f. eks gjest), ønske velkommen, stenge imot rein"
"dåemiedidh"		"v"	"oppføre seg, bære seg ad"	"(vuartesjh dellie guktie edtjibie dåemiedidh)"
"dåeriedidh"		"v"	"med være-, følge"
"dåerkiestidh"		"v"	"skjelve"
"dåhkasjehtedh"		"v"	"godkjenne"
"dåhkasjidh"		"v"	"duge, klare seg"
"dåssjanidh"		"v"	"forsvinne, bli til intet"
"dåvvodh"	"dovve"	"v2"	"(rein), reparere"	"kurere, helbrede"	"(sykdom), gjelde"	"(f. eks. skibinding)"
"dååjredh"		"v"	"duge, merkes"	"(mohte dej bienji baenieh goh edtjin ennje dååjrh gænnah)"
"dåålvedidh"		"v"	"jage etter drive på å-"
"dåålvesovvedh"		"v"	"forfølges, jages"
"dååpedidh"		"v"	"greie seg, finne en utvei"
"dåårejidh"		"v"	"angripe, begynne å sloss med"
"dåårjehtalledh"		"v"	"erfare, vinne erfaring, nedtegne"
"dååsveridh"		"v"	"bære seg ad, oppføre seg, bruke, pleie"	"(å gjøre noe), være udannet, klossert, oppføre seg dårlig"
"dïeblestehtedh"		"v1"	"snakke nedsettende om"	"(person), baktale"
"dïelkestidh"		"v"	"presse, klemme, trykke"
"dïeredh"		"v4"	"mase, arbeide planløst så ingenting blir gjort"	"(dïeredidh-drive og mase)"
"dïerhkesjidh"		"v"	"diskutere, spørre ut"
"dïjmedh"		"v4"	"(f. eks. om kjøtt)"	"mør bli-, bli myk, koke mørt, bli gjennomkokt, koke for meget"	"(la koke så det blir mørt; la koke for hardt)"
"dïjmedidh"		"v"	"(f. eks. om kjøtt)"	"mør bli-, bli myk, koke mørt, bli gjennomkokt, koke for meget"	"(la koke så det blir mørt; la koke for hardt)"
"dïjredidh"		"v"	"budskap gå med-"
"døømedh"	"døømie"	"vx"	"tømme"
"døøpmesovvedh"		"v"	"dømmes, idømmes"
"døøresmehtedh"		"v1"	"motsette seg"
"eadtalgehtedh"		"v"	"engasjere"
"eadtjaldehtedh"		"v"	"ivre for, være opptatt med, aktivisere"
"eadtjaldovvedh"	"eadtjaldåvva"	"vx"	"mot få-"
"eadtjalgovvedh"		"v"	"oppmuntres"	"(til å), la seg inspirere, få inspirasjon"
"eadtodh"		"v2"	"fornærmet bli-"
"eadtoedidh"		"v"	"fornærme"
"eajhkaldehtedh"		"v1"	"overraske, forundre, villede, bedra"
"eajhkalidh"		"v"	"synes å se noe , men så er det ikke noe likevel"
"eajhnadovvedh"		"v4"	"bestemme seg, ha til hensikt, komme i de tanker"
"eajparostedh"		"v5"	"ombestemme seg, skifte mening, plutselig komme i tvil om berettigelsen el. riktigheten av en  tidligere bestemmelse"
"eajtodh"		"v"	"skulke"
"earjoehtidh"		"v"	"ødelegge, herje med"	"(om barn)"
"earnadidh"		"v"	"hensikt ha til-"
"earoehtidh"		"v"	"beære, hylle, ære, gi ære til noen"
"eavadidh"		"v"	"bry seg om, gidde"	"(å gjøre noe)"
"eavedidh"		"v"	"gidde, akte på, bry seg om"
"edtjedh"		"v"	"skulle"	"(jeg skal-edtjem)"
"eejehtalledh"		"v4"	"feriere, fordrive tiden, drive dank, ha ferie, ta fri"
"eeledh"	"eelie"	"-v"	"ale, fostre opp, oppdra"
"eelesovvedh"		"v"	"vokse opp"	"(desnie lij eelesovveme-der var hun oppvokst)"
"eerjedh"		"v6"	"ødelegge"
"eevtjedh"		"v"	"tilrettelegge"
"ektiedidh"		"v"	"addere, forene"
"evtiedidh"		"v"	"utvikle"
"faaledh"		"v4"	"tilby"
"faaradidh"		"v"	"omkomme, forulykke"
"faarhmestalledh"		"vx"	"omkring ta-, omfavne hverandre, omfavne flere etter tur"
"faarhmestidh"		"v"	"omfavne"
"faelhkiedidh"		"v"	"forlove seg"
"faepieldidh"		"v"	"underholdende være-, forekommende"
"faerhmiestidh"faarhmestidh"		"v"	"omfavne, ta omkring hverandre, omfavne flere etter tur"	"(man stoerre aavoe, aahka gon aajjah dennie åehpies raajhterisnie fejjen maanide faerhmiestægan)"
"fahkedh"	"fahkoe"	"vx"	"våkne"
"fahtedh"		"v4"	"(med bæring), arbeide med møye og besvær"	"streve"	"(olleh löövles maajsojne fahth-du bør ikke streve med den tunge børen)"
"fassedh"		"v4"	"strebe"	"(mot et mål), være ivrig sysselsatt med å forsyne, sørge for noen så de blir selvhjulpne"
"fassehtidh"		"v"	"sysselsette, forsyne noen med noe, sørge for at andre får tak i det de trenger"
"fasseldidh"		"v"	"forsyne noen med noe, sørge for at andre får tak i det de trenger,  sysselsette"
"fealadidh"		"v"	"reise/farte drive på å-"
"fearadidh"		"v"	"bære seg ad, fare åt"
"feejjedidh"		"v"	"glede seg, være glad"
"feeledh"	"feelie"	"vx"	"reise, ferdes"
"feeredh"	"feerie"	"vx"	"fare, reise"
"feerkedh"		"v"	"fargelegge, sette farge på"
"fehkiehtidh"		"v"	"våkne plutselig, gå opp et lys for, få aha-opplevelse, bli klarsynt"
"fielestalledh"	"fielestalla"	"vx"	"farte, vandre drive på å-"
"fielestidh"		"v"	"reise/vandre drive på å-"
"fihkelidh"		"v"	"tak i få-"
"fijnedh"	"fæjna"	"vx"	"heftet bli-"
"fijnehtistedh"		"v1"	"somle lenge, drøye, trekke ut tiden, somle, hefte bort litt"
"fijnestidh"		"v"	"heftet bli litt-"
"filhterdidh"		"v"	"tukle, fingre"
"firnestehtedh"		"v1"	"erte, drive ap med, gjøre narr av"
"firredh"		"v6"	"skake, røre om, lugge, riste"
"fissjerdehtedh"		"v"	"smigre noen"
"fissjerdidh"		"v"	"smigre seg sjøl ovenfor noen"
"flijjedh"		"v"	"skrape skinn"	"(skirrieh flijjin-de skrapet skinn)"
"flovvedh"		"v"	"angripe"	"(om menneske, hund)"
"fovresjidh"		"v"	"logre"
"frievniedidh"		"v"	"lukte fjøs/møkk"
"frorredh"	"frårra"	"vx"	"bråke med vingene"
"frurhkiehtidh"		"v"	"fly opp så det høres"	"(jerpe)"
"frurkiehtidh"		"v"	"bruse med vingene slik at det høres"
"fuakajidh"		"v"	"fornøyd bli-"
